,answer,query,image_name,example_id
278,no,Is this a photo of one is in a boat and almost everyone is swimming?,ex_69_img_0,ex_69_im_0_c_1
279,yes,Is this a photo of one is in a boat and almost everyone is swimming?,ex_69_img_1,ex_69_im_1_c_1
280,yes,Is this a photo of the person with the lighter shoes is holding an emoji and the person with the darker shoes isn't?,ex_70_img_0,ex_70_im_0_c_0
281,no,Is this a photo of the person with the lighter shoes is holding an emoji and the person with the darker shoes isn't?,ex_70_img_1,ex_70_im_1_c_0
282,no,Is this a photo of the person with the darker shoes is holding an emoji and the person with the lighter shoes isn't?,ex_70_img_0,ex_70_im_0_c_1
283,yes,Is this a photo of the person with the darker shoes is holding an emoji and the person with the lighter shoes isn't?,ex_70_img_1,ex_70_im_1_c_1
284,yes,Is this a photo of the person wearing neutral colors poses and the person wearing brighter colors takes a picture?,ex_71_img_0,ex_71_im_0_c_0
285,no,Is this a photo of the person wearing neutral colors poses and the person wearing brighter colors takes a picture?,ex_71_img_1,ex_71_im_1_c_0
286,no,Is this a photo of the person wearing brighter colors poses and the person wearing neutral colors takes a picture?,ex_71_img_0,ex_71_im_0_c_1
287,yes,Is this a photo of the person wearing brighter colors poses and the person wearing neutral colors takes a picture?,ex_71_img_1,ex_71_im_1_c_1
288,yes,Is this a photo of it's a fire truck?,ex_72_img_0,ex_72_im_0_c_0
289,no,Is this a photo of it's a fire truck?,ex_72_img_1,ex_72_im_1_c_0
290,no,Is this a photo of it's a truck fire?,ex_72_img_0,ex_72_im_0_c_1
291,yes,Is this a photo of it's a truck fire?,ex_72_img_1,ex_72_im_1_c_1
292,yes,Is this a photo of watching the present?,ex_73_img_0,ex_73_im_0_c_0
293,no,Is this a photo of watching the present?,ex_73_img_1,ex_73_im_1_c_0
294,no,Is this a photo of presenting the watch?,ex_73_img_0,ex_73_im_0_c_1
295,yes,Is this a photo of presenting the watch?,ex_73_img_1,ex_73_im_1_c_1
296,yes,Is this a photo of walking out on a rock?,ex_74_img_0,ex_74_im_0_c_0
297,no,Is this a photo of walking out on a rock?,ex_74_img_1,ex_74_im_1_c_0
298,no,Is this a photo of rocking out on a walk?,ex_74_img_0,ex_74_im_0_c_1
299,yes,Is this a photo of rocking out on a walk?,ex_74_img_1,ex_74_im_1_c_1
300,yes,Is this a photo of the kid with the magnifying glass looks at them?,ex_75_img_0,ex_75_im_0_c_0
301,no,Is this a photo of the kid with the magnifying glass looks at them?,ex_75_img_1,ex_75_im_1_c_0
302,no,Is this a photo of the kid looks at them with the magnifying glass?,ex_75_img_0,ex_75_im_0_c_1
303,yes,Is this a photo of the kid looks at them with the magnifying glass?,ex_75_img_1,ex_75_im_1_c_1
304,yes,Is this a photo of the person with the kids is sitting?,ex_76_img_0,ex_76_im_0_c_0
305,no,Is this a photo of the person with the kids is sitting?,ex_76_img_1,ex_76_im_1_c_0
306,no,Is this a photo of the person is sitting with the kids?,ex_76_img_0,ex_76_im_0_c_1
307,yes,Is this a photo of the person is sitting with the kids?,ex_76_img_1,ex_76_im_1_c_1
308,yes,Is this a photo of the people with shoes are touching each other?,ex_77_img_0,ex_77_im_0_c_0
309,no,Is this a photo of the people with shoes are touching each other?,ex_77_img_1,ex_77_im_1_c_0
310,no,Is this a photo of the people are touching each other with shoes?,ex_77_img_0,ex_77_im_0_c_1
311,yes,Is this a photo of the people are touching each other with shoes?,ex_77_img_1,ex_77_im_1_c_1
312,yes,Is this a photo of someone with an apple is hurt by a tree?,ex_78_img_0,ex_78_im_0_c_0
313,no,Is this a photo of someone with an apple is hurt by a tree?,ex_78_img_1,ex_78_im_1_c_0
314,no,Is this a photo of someone is hurt by a tree with an apple?,ex_78_img_0,ex_78_im_0_c_1
315,yes,Is this a photo of someone is hurt by a tree with an apple?,ex_78_img_1,ex_78_im_1_c_1
316,yes,Is this a photo of the person that is on the table is eating the food?,ex_79_img_0,ex_79_im_0_c_0
317,no,Is this a photo of the person that is on the table is eating the food?,ex_79_img_1,ex_79_im_1_c_0
318,no,Is this a photo of the person is eating the food that is on the table?,ex_79_img_0,ex_79_im_0_c_1
319,yes,Is this a photo of the person is eating the food that is on the table?,ex_79_img_1,ex_79_im_1_c_1
320,yes,Is this a photo of the watering can is larger than the pot?,ex_80_img_0,ex_80_im_0_c_0
321,no,Is this a photo of the watering can is larger than the pot?,ex_80_img_1,ex_80_im_1_c_0
322,no,Is this a photo of the pot is larger than the watering can?,ex_80_img_0,ex_80_im_0_c_1
323,yes,Is this a photo of the pot is larger than the watering can?,ex_80_img_1,ex_80_im_1_c_1
324,yes,Is this a photo of they hold a suitcase handle with their left hand and they hold a passport with their right hand?,ex_81_img_0,ex_81_im_0_c_0
325,no,Is this a photo of they hold a suitcase handle with their left hand and they hold a passport with their right hand?,ex_81_img_1,ex_81_im_1_c_0
326,no,Is this a photo of they hold a passport with their left hand and they hold a suitcase handle with their right hand?,ex_81_img_0,ex_81_im_0_c_1
327,yes,Is this a photo of they hold a passport with their left hand and they hold a suitcase handle with their right hand?,ex_81_img_1,ex_81_im_1_c_1
328,yes,Is this a photo of the person with the patterned shirt is curly-haired and the other is straight-haired?,ex_82_img_0,ex_82_im_0_c_0
329,no,Is this a photo of the person with the patterned shirt is curly-haired and the other is straight-haired?,ex_82_img_1,ex_82_im_1_c_0
330,no,Is this a photo of the person with the patterned shirt is straight-haired and the other is curly-haired?,ex_82_img_0,ex_82_im_0_c_1
331,yes,Is this a photo of the person with the patterned shirt is straight-haired and the other is curly-haired?,ex_82_img_1,ex_82_im_1_c_1
332,yes,Is this a photo of a diagram showing movement from right to left?,ex_83_img_0,ex_83_im_0_c_0
333,no,Is this a photo of a diagram showing movement from right to left?,ex_83_img_1,ex_83_im_1_c_0
334,no,Is this a photo of a diagram showing movement from left to right?,ex_83_img_0,ex_83_im_0_c_1
335,yes,Is this a photo of a diagram showing movement from left to right?,ex_83_img_1,ex_83_im_1_c_1
336,yes,Is this a photo of the flip flops are too big for these feet?,ex_84_img_0,ex_84_im_0_c_0
337,no,Is this a photo of the flip flops are too big for these feet?,ex_84_img_1,ex_84_im_1_c_0
338,no,Is this a photo of the feet are too big for these flip flops?,ex_84_img_0,ex_84_im_0_c_1
339,yes,Is this a photo of the feet are too big for these flip flops?,ex_84_img_1,ex_84_im_1_c_1
340,yes,Is this a photo of the person who is wearing a crown is kissing a frog?,ex_85_img_0,ex_85_im_0_c_0
341,no,Is this a photo of the person who is wearing a crown is kissing a frog?,ex_85_img_1,ex_85_im_1_c_0
342,no,Is this a photo of the person is kissing a frog who is wearing a crown?,ex_85_img_0,ex_85_im_0_c_1
343,yes,Is this a photo of the person is kissing a frog who is wearing a crown?,ex_85_img_1,ex_85_im_1_c_1
344,yes,Is this a photo of a dog sitting on a couch with a person lying on the floor?,ex_86_img_0,ex_86_im_0_c_0
345,no,Is this a photo of a dog sitting on a couch with a person lying on the floor?,ex_86_img_1,ex_86_im_1_c_0
346,no,Is this a photo of a person lying on a couch with a dog sitting on the floor?,ex_86_img_0,ex_86_im_0_c_1
347,yes,Is this a photo of a person lying on a couch with a dog sitting on the floor?,ex_86_img_1,ex_86_im_1_c_1
348,yes,Is this a photo of The uncaged bird has an opened cage door?,ex_87_img_0,ex_87_im_0_c_0
349,no,Is this a photo of The uncaged bird has an opened cage door?,ex_87_img_1,ex_87_im_1_c_0
350,no,Is this a photo of The caged bird has an unopened cage door?,ex_87_img_0,ex_87_im_0_c_1
351,yes,Is this a photo of The caged bird has an unopened cage door?,ex_87_img_1,ex_87_im_1_c_1
352,yes,Is this a photo of meat with potatoes?,ex_88_img_0,ex_88_im_0_c_0
353,no,Is this a photo of meat with potatoes?,ex_88_img_1,ex_88_im_1_c_0
354,no,Is this a photo of potatoes with meat?,ex_88_img_0,ex_88_im_0_c_1
355,yes,Is this a photo of potatoes with meat?,ex_88_img_1,ex_88_im_1_c_1
356,yes,Is this a photo of the person in pink was close to not winning?,ex_89_img_0,ex_89_im_0_c_0
357,no,Is this a photo of the person in pink was close to not winning?,ex_89_img_1,ex_89_im_1_c_0
358,no,Is this a photo of the person in pink was not close to winning?,ex_89_img_0,ex_89_im_0_c_1
359,yes,Is this a photo of the person in pink was not close to winning?,ex_89_img_1,ex_89_im_1_c_1
360,yes,Is this a photo of two humans and one wheel?,ex_90_img_0,ex_90_im_0_c_0
361,no,Is this a photo of two humans and one wheel?,ex_90_img_1,ex_90_im_1_c_0
362,no,Is this a photo of two wheels and one human?,ex_90_img_0,ex_90_im_0_c_1
363,yes,Is this a photo of two wheels and one human?,ex_90_img_1,ex_90_im_1_c_1
364,yes,Is this a photo of clothing on lines?,ex_91_img_0,ex_91_im_0_c_0
365,no,Is this a photo of clothing on lines?,ex_91_img_1,ex_91_im_1_c_0
366,no,Is this a photo of lines on clothing?,ex_91_img_0,ex_91_im_0_c_1
367,yes,Is this a photo of lines on clothing?,ex_91_img_1,ex_91_im_1_c_1
368,yes,Is this a photo of someone talks on the phone angrily while another person sits happily?,ex_92_img_0,ex_92_im_0_c_0
369,no,Is this a photo of someone talks on the phone angrily while another person sits happily?,ex_92_img_1,ex_92_im_1_c_0
370,no,Is this a photo of someone talks on the phone happily while another person sits angrily?,ex_92_img_0,ex_92_im_0_c_1
371,yes,Is this a photo of someone talks on the phone happily while another person sits angrily?,ex_92_img_1,ex_92_im_1_c_1
372,yes,Is this a photo of two boats and one direction down the stream?,ex_93_img_0,ex_93_im_0_c_0
373,no,Is this a photo of two boats and one direction down the stream?,ex_93_img_1,ex_93_im_1_c_0
374,no,Is this a photo of one boat and two directions down the stream?,ex_93_img_0,ex_93_im_0_c_1
375,yes,Is this a photo of one boat and two directions down the stream?,ex_93_img_1,ex_93_im_1_c_1
376,yes,Is this a photo of The dog rides without a visible tongue?,ex_94_img_0,ex_94_im_0_c_0
377,no,Is this a photo of The dog rides without a visible tongue?,ex_94_img_1,ex_94_im_1_c_0
378,no,Is this a photo of The dog rides with a visible tongue out?,ex_94_img_0,ex_94_im_0_c_1
379,yes,Is this a photo of The dog rides with a visible tongue out?,ex_94_img_1,ex_94_im_1_c_1
380,yes,Is this a photo of handing a hammer?,ex_95_img_0,ex_95_im_0_c_0
381,no,Is this a photo of handing a hammer?,ex_95_img_1,ex_95_im_1_c_0
382,no,Is this a photo of hammering a hand?,ex_95_img_0,ex_95_im_0_c_1
383,yes,Is this a photo of hammering a hand?,ex_95_img_1,ex_95_im_1_c_1
384,yes,Is this a photo of leaves its shedding?,ex_96_img_0,ex_96_im_0_c_0
385,no,Is this a photo of leaves its shedding?,ex_96_img_1,ex_96_im_1_c_0
386,no,Is this a photo of shedding its leaves?,ex_96_img_0,ex_96_im_0_c_1
387,yes,Is this a photo of shedding its leaves?,ex_96_img_1,ex_96_im_1_c_1
388,yes,Is this a photo of they are using no bait but still got fish?,ex_97_img_0,ex_97_im_0_c_0
389,no,Is this a photo of they are using no bait but still got fish?,ex_97_img_1,ex_97_im_1_c_0
390,no,Is this a photo of they are using bait but still got no fish?,ex_97_img_0,ex_97_im_0_c_1
391,yes,Is this a photo of they are using bait but still got no fish?,ex_97_img_1,ex_97_im_1_c_1
392,yes,Is this a photo of someone on the ground is spraying water towards a vehicle?,ex_98_img_0,ex_98_im_0_c_0
393,no,Is this a photo of someone on the ground is spraying water towards a vehicle?,ex_98_img_1,ex_98_im_1_c_0
394,no,Is this a photo of someone is on a vehicle spraying water towards the ground?,ex_98_img_0,ex_98_im_0_c_1
395,yes,Is this a photo of someone is on a vehicle spraying water towards the ground?,ex_98_img_1,ex_98_im_1_c_1
396,yes,Is this a photo of the dog wears as a hat what someone would normally bite?,ex_99_img_0,ex_99_im_0_c_0
397,no,Is this a photo of the dog wears as a hat what someone would normally bite?,ex_99_img_1,ex_99_im_1_c_0
398,no,Is this a photo of the dog bites what someone would normally wear as a hat?,ex_99_img_0,ex_99_im_0_c_1
399,yes,Is this a photo of the dog bites what someone would normally wear as a hat?,ex_99_img_1,ex_99_im_1_c_1
400,yes,Is this a photo of the happy one is on the left and the upset one is on the right?,ex_100_img_0,ex_100_im_0_c_0
401,no,Is this a photo of the happy one is on the left and the upset one is on the right?,ex_100_img_1,ex_100_im_1_c_0
402,no,Is this a photo of the upset one is on the left and the happy one is on the right?,ex_100_img_0,ex_100_im_0_c_1
403,yes,Is this a photo of the upset one is on the left and the happy one is on the right?,ex_100_img_1,ex_100_im_1_c_1
404,yes,Is this a photo of fake mustache and real hair on head?,ex_101_img_0,ex_101_im_0_c_0
405,no,Is this a photo of fake mustache and real hair on head?,ex_101_img_1,ex_101_im_1_c_0
406,no,Is this a photo of real mustache and fake hair on head?,ex_101_img_0,ex_101_im_0_c_1
407,yes,Is this a photo of real mustache and fake hair on head?,ex_101_img_1,ex_101_im_1_c_1
408,yes,Is this a photo of real cat with toy baby?,ex_102_img_0,ex_102_im_0_c_0
409,no,Is this a photo of real cat with toy baby?,ex_102_img_1,ex_102_im_1_c_0
410,no,Is this a photo of toy cat with real baby?,ex_102_img_0,ex_102_im_0_c_1
411,yes,Is this a photo of toy cat with real baby?,ex_102_img_1,ex_102_im_1_c_1
412,yes,Is this a photo of the lion is loud and the lionness is quiet?,ex_103_img_0,ex_103_im_0_c_0
413,no,Is this a photo of the lion is loud and the lionness is quiet?,ex_103_img_1,ex_103_im_1_c_0
414,no,Is this a photo of the lion is quiet and the lionness is loud?,ex_103_img_0,ex_103_im_0_c_1
415,yes,Is this a photo of the lion is quiet and the lionness is loud?,ex_103_img_1,ex_103_im_1_c_1
416,yes,Is this a photo of there is a pink couch with green pillows?,ex_104_img_0,ex_104_im_0_c_0
417,no,Is this a photo of there is a pink couch with green pillows?,ex_104_img_1,ex_104_im_1_c_0
418,no,Is this a photo of there is a green couch with pink pillows?,ex_104_img_0,ex_104_im_0_c_1
419,yes,Is this a photo of there is a green couch with pink pillows?,ex_104_img_1,ex_104_im_1_c_1
420,yes,Is this a photo of light colored dog with dark colored cat?,ex_105_img_0,ex_105_im_0_c_0
421,no,Is this a photo of light colored dog with dark colored cat?,ex_105_img_1,ex_105_im_1_c_0
422,no,Is this a photo of dark colored dog with light colored cat?,ex_105_img_0,ex_105_im_0_c_1
423,yes,Is this a photo of dark colored dog with light colored cat?,ex_105_img_1,ex_105_im_1_c_1
424,yes,Is this a photo of someone is wearing a black hat and yellow shirt?,ex_106_img_0,ex_106_im_0_c_0
425,no,Is this a photo of someone is wearing a black hat and yellow shirt?,ex_106_img_1,ex_106_im_1_c_0
426,no,Is this a photo of someone is wearing a yellow hat and black shirt?,ex_106_img_0,ex_106_im_0_c_1
427,yes,Is this a photo of someone is wearing a yellow hat and black shirt?,ex_106_img_1,ex_106_im_1_c_1
428,yes,Is this a photo of black socks and orange shoes?,ex_107_img_0,ex_107_im_0_c_0
429,no,Is this a photo of black socks and orange shoes?,ex_107_img_1,ex_107_im_1_c_0
430,no,Is this a photo of orange socks and black shoes?,ex_107_img_0,ex_107_im_0_c_1
431,yes,Is this a photo of orange socks and black shoes?,ex_107_img_1,ex_107_im_1_c_1
432,yes,Is this a photo of red building with white shutters?,ex_108_img_0,ex_108_im_0_c_0
433,no,Is this a photo of red building with white shutters?,ex_108_img_1,ex_108_im_1_c_0
434,no,Is this a photo of white building with red shutters?,ex_108_img_0,ex_108_im_0_c_1
435,yes,Is this a photo of white building with red shutters?,ex_108_img_1,ex_108_im_1_c_1
436,yes,Is this a photo of blue pants and green top?,ex_109_img_0,ex_109_im_0_c_0
437,no,Is this a photo of blue pants and green top?,ex_109_img_1,ex_109_im_1_c_0
438,no,Is this a photo of green pants and blue top?,ex_109_img_0,ex_109_im_0_c_1
439,yes,Is this a photo of green pants and blue top?,ex_109_img_1,ex_109_im_1_c_1
440,yes,Is this a photo of there's one blue and many yellow balls?,ex_110_img_0,ex_110_im_0_c_0
441,no,Is this a photo of there's one blue and many yellow balls?,ex_110_img_1,ex_110_im_1_c_0
442,no,Is this a photo of there's one yellow and many blue balls?,ex_110_img_0,ex_110_im_0_c_1
443,yes,Is this a photo of there's one yellow and many blue balls?,ex_110_img_1,ex_110_im_1_c_1
444,yes,Is this a photo of there are more silver coins than gold coins?,ex_111_img_0,ex_111_im_0_c_0
445,no,Is this a photo of there are more silver coins than gold coins?,ex_111_img_1,ex_111_im_1_c_0
446,no,Is this a photo of there are more gold coins than silver coins?,ex_111_img_0,ex_111_im_0_c_1
447,yes,Is this a photo of there are more gold coins than silver coins?,ex_111_img_1,ex_111_im_1_c_1
448,yes,Is this a photo of the red team kicking the ball directly next to the blue team?,ex_112_img_0,ex_112_im_0_c_0
449,no,Is this a photo of the red team kicking the ball directly next to the blue team?,ex_112_img_1,ex_112_im_1_c_0
450,no,Is this a photo of the blue team kicking the ball directly next to the red team?,ex_112_img_0,ex_112_im_0_c_1
451,yes,Is this a photo of the blue team kicking the ball directly next to the red team?,ex_112_img_1,ex_112_im_1_c_1
452,yes,Is this a photo of black dog wearing a brown sweater?,ex_113_img_0,ex_113_im_0_c_0
453,no,Is this a photo of black dog wearing a brown sweater?,ex_113_img_1,ex_113_im_1_c_0
454,no,Is this a photo of brown dog wearing a black sweater?,ex_113_img_0,ex_113_im_0_c_1
455,yes,Is this a photo of brown dog wearing a black sweater?,ex_113_img_1,ex_113_im_1_c_1
456,yes,Is this a photo of one green apple surrounded by a bunch of red apples?,ex_114_img_0,ex_114_im_0_c_0
457,no,Is this a photo of one green apple surrounded by a bunch of red apples?,ex_114_img_1,ex_114_im_1_c_0
458,no,Is this a photo of one red apple surrounded by a bunch of green apples?,ex_114_img_0,ex_114_im_0_c_1
459,yes,Is this a photo of one red apple surrounded by a bunch of green apples?,ex_114_img_1,ex_114_im_1_c_1
460,yes,Is this a photo of person in white is reading the orange book?,ex_115_img_0,ex_115_im_0_c_0
461,no,Is this a photo of person in white is reading the orange book?,ex_115_img_1,ex_115_im_1_c_0
462,no,Is this a photo of person in orange is reading the white book?,ex_115_img_0,ex_115_im_0_c_1
463,yes,Is this a photo of person in orange is reading the white book?,ex_115_img_1,ex_115_im_1_c_1
464,yes,Is this a photo of the children are being quiet while the adult is loud?,ex_116_img_0,ex_116_im_0_c_0
465,no,Is this a photo of the children are being quiet while the adult is loud?,ex_116_img_1,ex_116_im_1_c_0
466,no,Is this a photo of the children are being loud while the adult is quiet?,ex_116_img_0,ex_116_im_0_c_1
467,yes,Is this a photo of the children are being loud while the adult is quiet?,ex_116_img_1,ex_116_im_1_c_1
468,yes,Is this a photo of the circular mirror is on the left and the rectangular mirror is on the right?,ex_117_img_0,ex_117_im_0_c_0
469,no,Is this a photo of the circular mirror is on the left and the rectangular mirror is on the right?,ex_117_img_1,ex_117_im_1_c_0
470,no,Is this a photo of the rectangular mirror is on the left and the circular mirror is on the right?,ex_117_img_0,ex_117_im_0_c_1
471,yes,Is this a photo of the rectangular mirror is on the left and the circular mirror is on the right?,ex_117_img_1,ex_117_im_1_c_1
472,yes,Is this a photo of circular food on heart-shaped wood?,ex_118_img_0,ex_118_im_0_c_0
473,no,Is this a photo of circular food on heart-shaped wood?,ex_118_img_1,ex_118_im_1_c_0
474,no,Is this a photo of heart-shaped food on circular wood?,ex_118_img_0,ex_118_im_0_c_1
475,yes,Is this a photo of heart-shaped food on circular wood?,ex_118_img_1,ex_118_im_1_c_1
476,yes,Is this a photo of the dress on the left is long and the dress on the right is short?,ex_119_img_0,ex_119_im_0_c_0
477,no,Is this a photo of the dress on the left is long and the dress on the right is short?,ex_119_img_1,ex_119_im_1_c_0
478,no,Is this a photo of the dress on the left is short and the dress on the right is long?,ex_119_img_0,ex_119_im_0_c_1
479,yes,Is this a photo of the dress on the left is short and the dress on the right is long?,ex_119_img_1,ex_119_im_1_c_1
480,yes,Is this a photo of the balloon in the middle has less air and the other balloons have more air?,ex_120_img_0,ex_120_im_0_c_0
481,no,Is this a photo of the balloon in the middle has less air and the other balloons have more air?,ex_120_img_1,ex_120_im_1_c_0
482,no,Is this a photo of the balloon in the middle has more air and the other balloons have less air?,ex_120_img_0,ex_120_im_0_c_1
483,yes,Is this a photo of the balloon in the middle has more air and the other balloons have less air?,ex_120_img_1,ex_120_im_1_c_1
484,yes,Is this a photo of the pool has no people and the area around it has a lot of people?,ex_121_img_0,ex_121_im_0_c_0
485,no,Is this a photo of the pool has no people and the area around it has a lot of people?,ex_121_img_1,ex_121_im_1_c_0
486,no,Is this a photo of the pool has a lot of people and the area around it has no people?,ex_121_img_0,ex_121_im_0_c_1
487,yes,Is this a photo of the pool has a lot of people and the area around it has no people?,ex_121_img_1,ex_121_im_1_c_1
488,yes,Is this a photo of big fish beside a small person?,ex_122_img_0,ex_122_im_0_c_0
489,no,Is this a photo of big fish beside a small person?,ex_122_img_1,ex_122_im_1_c_0
490,no,Is this a photo of small fish beside a big person?,ex_122_img_0,ex_122_im_0_c_1
491,yes,Is this a photo of small fish beside a big person?,ex_122_img_1,ex_122_im_1_c_1
492,yes,Is this a photo of the train is moving fast while the person is still?,ex_123_img_0,ex_123_im_0_c_0
493,no,Is this a photo of the train is moving fast while the person is still?,ex_123_img_1,ex_123_im_1_c_0
494,no,Is this a photo of the train is still while the person is moving fast?,ex_123_img_0,ex_123_im_0_c_1
495,yes,Is this a photo of the train is still while the person is moving fast?,ex_123_img_1,ex_123_im_1_c_1
496,yes,Is this a photo of they're enjoying hot water on a cold day?,ex_124_img_0,ex_124_im_0_c_0
497,no,Is this a photo of they're enjoying hot water on a cold day?,ex_124_img_1,ex_124_im_1_c_0
498,no,Is this a photo of they're enjoying cold water on a hot day?,ex_124_img_0,ex_124_im_0_c_1
499,yes,Is this a photo of they're enjoying cold water on a hot day?,ex_124_img_1,ex_124_im_1_c_1
500,yes,Is this a photo of concrete floors with wood walls?,ex_125_img_0,ex_125_im_0_c_0
501,no,Is this a photo of concrete floors with wood walls?,ex_125_img_1,ex_125_im_1_c_0
502,no,Is this a photo of wood floors with concrete walls?,ex_125_img_0,ex_125_im_0_c_1
503,yes,Is this a photo of wood floors with concrete walls?,ex_125_img_1,ex_125_im_1_c_1
504,yes,Is this a photo of the person on the left has curly hair and the person on the right has straight hair?,ex_126_img_0,ex_126_im_0_c_0
505,no,Is this a photo of the person on the left has curly hair and the person on the right has straight hair?,ex_126_img_1,ex_126_im_1_c_0
506,no,Is this a photo of the person on the left has straight hair and the person on the right has curly hair?,ex_126_img_0,ex_126_im_0_c_1
507,yes,Is this a photo of the person on the left has straight hair and the person on the right has curly hair?,ex_126_img_1,ex_126_im_1_c_1
508,yes,Is this a photo of there's a metal bottle with a plastic lid?,ex_127_img_0,ex_127_im_0_c_0
509,no,Is this a photo of there's a metal bottle with a plastic lid?,ex_127_img_1,ex_127_im_1_c_0
510,no,Is this a photo of there's a plastic bottle with a metal lid?,ex_127_img_0,ex_127_im_0_c_1
511,yes,Is this a photo of there's a plastic bottle with a metal lid?,ex_127_img_1,ex_127_im_1_c_1
512,yes,Is this a photo of the fruit is heavy while the junk food is light?,ex_128_img_0,ex_128_im_0_c_0
513,no,Is this a photo of the fruit is heavy while the junk food is light?,ex_128_img_1,ex_128_im_1_c_0
514,no,Is this a photo of the fruit is light while the junk food is heavy?,ex_128_img_0,ex_128_im_0_c_1
515,yes,Is this a photo of the fruit is light while the junk food is heavy?,ex_128_img_1,ex_128_im_1_c_1
516,yes,Is this a photo of the car is sitting upside down while the person is standing rightside up?,ex_129_img_0,ex_129_im_0_c_0
517,no,Is this a photo of the car is sitting upside down while the person is standing rightside up?,ex_129_img_1,ex_129_im_1_c_0
518,no,Is this a photo of the car is sitting rightside up while the person is standing upside down?,ex_129_img_0,ex_129_im_0_c_1
519,yes,Is this a photo of the car is sitting rightside up while the person is standing upside down?,ex_129_img_1,ex_129_im_1_c_1
520,yes,Is this a photo of the cup on the left is filled first and the cup on the right is filled second?,ex_130_img_0,ex_130_im_0_c_0
521,no,Is this a photo of the cup on the left is filled first and the cup on the right is filled second?,ex_130_img_1,ex_130_im_1_c_0
522,no,Is this a photo of the cup on the left is filled second and the cup on the right is filled first?,ex_130_img_0,ex_130_im_0_c_1
523,yes,Is this a photo of the cup on the left is filled second and the cup on the right is filled first?,ex_130_img_1,ex_130_im_1_c_1
524,yes,Is this a photo of milk cow?,ex_131_img_0,ex_131_im_0_c_0
525,no,Is this a photo of milk cow?,ex_131_img_1,ex_131_im_1_c_0
526,no,Is this a photo of cow milk?,ex_131_img_0,ex_131_im_0_c_1
527,yes,Is this a photo of cow milk?,ex_131_img_1,ex_131_im_1_c_1
528,yes,Is this a photo of there is a clock wall?,ex_132_img_0,ex_132_im_0_c_0
529,no,Is this a photo of there is a clock wall?,ex_132_img_1,ex_132_im_1_c_0
530,no,Is this a photo of there is a wall clock?,ex_132_img_0,ex_132_im_0_c_1
531,yes,Is this a photo of there is a wall clock?,ex_132_img_1,ex_132_im_1_c_1
532,yes,Is this a photo of there is a split banana?,ex_133_img_0,ex_133_im_0_c_0
533,no,Is this a photo of there is a split banana?,ex_133_img_1,ex_133_im_1_c_0
534,no,Is this a photo of there is a banana split?,ex_133_img_0,ex_133_im_0_c_1
535,yes,Is this a photo of there is a banana split?,ex_133_img_1,ex_133_im_1_c_1
536,yes,Is this a photo of there are two people and a bunch of horses?,ex_134_img_0,ex_134_im_0_c_0
537,no,Is this a photo of there are two people and a bunch of horses?,ex_134_img_1,ex_134_im_1_c_0
538,no,Is this a photo of there are a bunch of people and two horses?,ex_134_img_0,ex_134_im_0_c_1
539,yes,Is this a photo of there are a bunch of people and two horses?,ex_134_img_1,ex_134_im_1_c_1
540,yes,Is this a photo of three white and two brown eggs?,ex_135_img_0,ex_135_im_0_c_0
541,no,Is this a photo of three white and two brown eggs?,ex_135_img_1,ex_135_im_1_c_0
542,no,Is this a photo of two white and three brown eggs?,ex_135_img_0,ex_135_im_0_c_1
543,yes,Is this a photo of two white and three brown eggs?,ex_135_img_1,ex_135_im_1_c_1
544,yes,Is this a photo of the plastic is in the fish?,ex_136_img_0,ex_136_im_0_c_0
545,no,Is this a photo of the plastic is in the fish?,ex_136_img_1,ex_136_im_1_c_0
546,no,Is this a photo of the fish is in the plastic?,ex_136_img_0,ex_136_im_0_c_1
547,yes,Is this a photo of the fish is in the plastic?,ex_136_img_1,ex_136_im_1_c_1
548,yes,Is this a photo of the dog's paw is on the cat's face?,ex_137_img_0,ex_137_im_0_c_0
549,no,Is this a photo of the dog's paw is on the cat's face?,ex_137_img_1,ex_137_im_1_c_0
550,no,Is this a photo of the cat's paw is on the dog's face?,ex_137_img_0,ex_137_im_0_c_1
551,yes,Is this a photo of the cat's paw is on the dog's face?,ex_137_img_1,ex_137_im_1_c_1
552,yes,Is this a photo of the computer's screen is on and the phone's screen is off?,ex_138_img_0,ex_138_im_0_c_0
553,no,Is this a photo of the computer's screen is on and the phone's screen is off?,ex_138_img_1,ex_138_im_1_c_0
554,no,Is this a photo of the phone's screen is on and the computer's screen is off?,ex_138_img_0,ex_138_im_0_c_1
555,yes,Is this a photo of the phone's screen is on and the computer's screen is off?,ex_138_img_1,ex_138_im_1_c_1
556,yes,Is this a photo of the dog is in the driver's seat and the person is in the passenger's seat?,ex_139_img_0,ex_139_im_0_c_0
557,no,Is this a photo of the dog is in the driver's seat and the person is in the passenger's seat?,ex_139_img_1,ex_139_im_1_c_0
558,no,Is this a photo of the dog is in the passenger's seat and the person is in the driver's seat?,ex_139_img_0,ex_139_im_0_c_1
559,yes,Is this a photo of the dog is in the passenger's seat and the person is in the driver's seat?,ex_139_img_1,ex_139_im_1_c_1
560,yes,Is this a photo of there are more trees than people?,ex_140_img_0,ex_140_im_0_c_0
561,no,Is this a photo of there are more trees than people?,ex_140_img_1,ex_140_im_1_c_0
562,no,Is this a photo of there are more people than trees?,ex_140_img_0,ex_140_im_0_c_1
563,yes,Is this a photo of there are more people than trees?,ex_140_img_1,ex_140_im_1_c_1
