,answer,query,image_name,example_id
294,no,How likely is presenting the watch?,ex_73_img_0,ex_73_im_0_c_1
295,yes,How likely is presenting the watch?,ex_73_img_1,ex_73_im_1_c_1
296,yes,How likely is walking out on a rock?,ex_74_img_0,ex_74_im_0_c_0
297,no,How likely is walking out on a rock?,ex_74_img_1,ex_74_im_1_c_0
298,no,How likely is rocking out on a walk?,ex_74_img_0,ex_74_im_0_c_1
299,yes,How likely is rocking out on a walk?,ex_74_img_1,ex_74_im_1_c_1
300,yes,How likely is the kid with the magnifying glass looks at them?,ex_75_img_0,ex_75_im_0_c_0
301,no,How likely is the kid with the magnifying glass looks at them?,ex_75_img_1,ex_75_im_1_c_0
302,no,How likely is the kid looks at them with the magnifying glass?,ex_75_img_0,ex_75_im_0_c_1
303,yes,How likely is the kid looks at them with the magnifying glass?,ex_75_img_1,ex_75_im_1_c_1
304,yes,How likely is the person with the kids is sitting?,ex_76_img_0,ex_76_im_0_c_0
305,no,How likely is the person with the kids is sitting?,ex_76_img_1,ex_76_im_1_c_0
306,no,How likely is the person is sitting with the kids?,ex_76_img_0,ex_76_im_0_c_1
307,yes,How likely is the person is sitting with the kids?,ex_76_img_1,ex_76_im_1_c_1
308,yes,How likely is the people with shoes are touching each other?,ex_77_img_0,ex_77_im_0_c_0
309,no,How likely is the people with shoes are touching each other?,ex_77_img_1,ex_77_im_1_c_0
310,no,How likely is the people are touching each other with shoes?,ex_77_img_0,ex_77_im_0_c_1
311,yes,How likely is the people are touching each other with shoes?,ex_77_img_1,ex_77_im_1_c_1
312,yes,How likely is someone with an apple is hurt by a tree?,ex_78_img_0,ex_78_im_0_c_0
313,no,How likely is someone with an apple is hurt by a tree?,ex_78_img_1,ex_78_im_1_c_0
314,no,How likely is someone is hurt by a tree with an apple?,ex_78_img_0,ex_78_im_0_c_1
315,yes,How likely is someone is hurt by a tree with an apple?,ex_78_img_1,ex_78_im_1_c_1
316,yes,How likely is the person that is on the table is eating the food?,ex_79_img_0,ex_79_im_0_c_0
317,no,How likely is the person that is on the table is eating the food?,ex_79_img_1,ex_79_im_1_c_0
318,no,How likely is the person is eating the food that is on the table?,ex_79_img_0,ex_79_im_0_c_1
319,yes,How likely is the person is eating the food that is on the table?,ex_79_img_1,ex_79_im_1_c_1
320,yes,How likely is the watering can is larger than the pot?,ex_80_img_0,ex_80_im_0_c_0
321,no,How likely is the watering can is larger than the pot?,ex_80_img_1,ex_80_im_1_c_0
322,no,How likely is the pot is larger than the watering can?,ex_80_img_0,ex_80_im_0_c_1
323,yes,How likely is the pot is larger than the watering can?,ex_80_img_1,ex_80_im_1_c_1
324,yes,How likely is they hold a suitcase handle with their left hand and they hold a passport with their right hand?,ex_81_img_0,ex_81_im_0_c_0
325,no,How likely is they hold a suitcase handle with their left hand and they hold a passport with their right hand?,ex_81_img_1,ex_81_im_1_c_0
326,no,How likely is they hold a passport with their left hand and they hold a suitcase handle with their right hand?,ex_81_img_0,ex_81_im_0_c_1
327,yes,How likely is they hold a passport with their left hand and they hold a suitcase handle with their right hand?,ex_81_img_1,ex_81_im_1_c_1
328,yes,How likely is the person with the patterned shirt is curly-haired and the other is straight-haired?,ex_82_img_0,ex_82_im_0_c_0
329,no,How likely is the person with the patterned shirt is curly-haired and the other is straight-haired?,ex_82_img_1,ex_82_im_1_c_0
330,no,How likely is the person with the patterned shirt is straight-haired and the other is curly-haired?,ex_82_img_0,ex_82_im_0_c_1
331,yes,How likely is the person with the patterned shirt is straight-haired and the other is curly-haired?,ex_82_img_1,ex_82_im_1_c_1
332,yes,How likely is a diagram showing movement from right to left?,ex_83_img_0,ex_83_im_0_c_0
333,no,How likely is a diagram showing movement from right to left?,ex_83_img_1,ex_83_im_1_c_0
334,no,How likely is a diagram showing movement from left to right?,ex_83_img_0,ex_83_im_0_c_1
335,yes,How likely is a diagram showing movement from left to right?,ex_83_img_1,ex_83_im_1_c_1
336,yes,How likely is the flip flops are too big for these feet?,ex_84_img_0,ex_84_im_0_c_0
337,no,How likely is the flip flops are too big for these feet?,ex_84_img_1,ex_84_im_1_c_0
338,no,How likely is the feet are too big for these flip flops?,ex_84_img_0,ex_84_im_0_c_1
339,yes,How likely is the feet are too big for these flip flops?,ex_84_img_1,ex_84_im_1_c_1
340,yes,How likely is the person who is wearing a crown is kissing a frog?,ex_85_img_0,ex_85_im_0_c_0
341,no,How likely is the person who is wearing a crown is kissing a frog?,ex_85_img_1,ex_85_im_1_c_0
342,no,How likely is the person is kissing a frog who is wearing a crown?,ex_85_img_0,ex_85_im_0_c_1
343,yes,How likely is the person is kissing a frog who is wearing a crown?,ex_85_img_1,ex_85_im_1_c_1
344,yes,How likely is a dog sitting on a couch with a person lying on the floor?,ex_86_img_0,ex_86_im_0_c_0
345,no,How likely is a dog sitting on a couch with a person lying on the floor?,ex_86_img_1,ex_86_im_1_c_0
346,no,How likely is a person lying on a couch with a dog sitting on the floor?,ex_86_img_0,ex_86_im_0_c_1
347,yes,How likely is a person lying on a couch with a dog sitting on the floor?,ex_86_img_1,ex_86_im_1_c_1
348,yes,How likely is The uncaged bird has an opened cage door?,ex_87_img_0,ex_87_im_0_c_0
349,no,How likely is The uncaged bird has an opened cage door?,ex_87_img_1,ex_87_im_1_c_0
350,no,How likely is The caged bird has an unopened cage door?,ex_87_img_0,ex_87_im_0_c_1
351,yes,How likely is The caged bird has an unopened cage door?,ex_87_img_1,ex_87_im_1_c_1
352,yes,How likely is meat with potatoes?,ex_88_img_0,ex_88_im_0_c_0
353,no,How likely is meat with potatoes?,ex_88_img_1,ex_88_im_1_c_0
354,no,How likely is potatoes with meat?,ex_88_img_0,ex_88_im_0_c_1
355,yes,How likely is potatoes with meat?,ex_88_img_1,ex_88_im_1_c_1
356,yes,How likely is the person in pink was close to not winning?,ex_89_img_0,ex_89_im_0_c_0
357,no,How likely is the person in pink was close to not winning?,ex_89_img_1,ex_89_im_1_c_0
358,no,How likely is the person in pink was not close to winning?,ex_89_img_0,ex_89_im_0_c_1
359,yes,How likely is the person in pink was not close to winning?,ex_89_img_1,ex_89_im_1_c_1
360,yes,How likely is two humans and one wheel?,ex_90_img_0,ex_90_im_0_c_0
361,no,How likely is two humans and one wheel?,ex_90_img_1,ex_90_im_1_c_0
362,no,How likely is two wheels and one human?,ex_90_img_0,ex_90_im_0_c_1
363,yes,How likely is two wheels and one human?,ex_90_img_1,ex_90_im_1_c_1
364,yes,How likely is clothing on lines?,ex_91_img_0,ex_91_im_0_c_0
365,no,How likely is clothing on lines?,ex_91_img_1,ex_91_im_1_c_0
366,no,How likely is lines on clothing?,ex_91_img_0,ex_91_im_0_c_1
367,yes,How likely is lines on clothing?,ex_91_img_1,ex_91_im_1_c_1
368,yes,How likely is someone talks on the phone angrily while another person sits happily?,ex_92_img_0,ex_92_im_0_c_0
369,no,How likely is someone talks on the phone angrily while another person sits happily?,ex_92_img_1,ex_92_im_1_c_0
370,no,How likely is someone talks on the phone happily while another person sits angrily?,ex_92_img_0,ex_92_im_0_c_1
371,yes,How likely is someone talks on the phone happily while another person sits angrily?,ex_92_img_1,ex_92_im_1_c_1
372,yes,How likely is two boats and one direction down the stream?,ex_93_img_0,ex_93_im_0_c_0
373,no,How likely is two boats and one direction down the stream?,ex_93_img_1,ex_93_im_1_c_0
374,no,How likely is one boat and two directions down the stream?,ex_93_img_0,ex_93_im_0_c_1
375,yes,How likely is one boat and two directions down the stream?,ex_93_img_1,ex_93_im_1_c_1
376,yes,How likely is The dog rides without a visible tongue?,ex_94_img_0,ex_94_im_0_c_0
377,no,How likely is The dog rides without a visible tongue?,ex_94_img_1,ex_94_im_1_c_0
378,no,How likely is The dog rides with a visible tongue out?,ex_94_img_0,ex_94_im_0_c_1
379,yes,How likely is The dog rides with a visible tongue out?,ex_94_img_1,ex_94_im_1_c_1
380,yes,How likely is handing a hammer?,ex_95_img_0,ex_95_im_0_c_0
381,no,How likely is handing a hammer?,ex_95_img_1,ex_95_im_1_c_0
382,no,How likely is hammering a hand?,ex_95_img_0,ex_95_im_0_c_1
383,yes,How likely is hammering a hand?,ex_95_img_1,ex_95_im_1_c_1
384,yes,How likely is leaves its shedding?,ex_96_img_0,ex_96_im_0_c_0
385,no,How likely is leaves its shedding?,ex_96_img_1,ex_96_im_1_c_0
386,no,How likely is shedding its leaves?,ex_96_img_0,ex_96_im_0_c_1
387,yes,How likely is shedding its leaves?,ex_96_img_1,ex_96_im_1_c_1
388,yes,How likely is they are using no bait but still got fish?,ex_97_img_0,ex_97_im_0_c_0
389,no,How likely is they are using no bait but still got fish?,ex_97_img_1,ex_97_im_1_c_0
390,no,How likely is they are using bait but still got no fish?,ex_97_img_0,ex_97_im_0_c_1
391,yes,How likely is they are using bait but still got no fish?,ex_97_img_1,ex_97_im_1_c_1
392,yes,How likely is someone on the ground is spraying water towards a vehicle?,ex_98_img_0,ex_98_im_0_c_0
393,no,How likely is someone on the ground is spraying water towards a vehicle?,ex_98_img_1,ex_98_im_1_c_0
394,no,How likely is someone is on a vehicle spraying water towards the ground?,ex_98_img_0,ex_98_im_0_c_1
395,yes,How likely is someone is on a vehicle spraying water towards the ground?,ex_98_img_1,ex_98_im_1_c_1
396,yes,How likely is the dog wears as a hat what someone would normally bite?,ex_99_img_0,ex_99_im_0_c_0
397,no,How likely is the dog wears as a hat what someone would normally bite?,ex_99_img_1,ex_99_im_1_c_0
398,no,How likely is the dog bites what someone would normally wear as a hat?,ex_99_img_0,ex_99_im_0_c_1
399,yes,How likely is the dog bites what someone would normally wear as a hat?,ex_99_img_1,ex_99_im_1_c_1
400,yes,How likely is the happy one is on the left and the upset one is on the right?,ex_100_img_0,ex_100_im_0_c_0
401,no,How likely is the happy one is on the left and the upset one is on the right?,ex_100_img_1,ex_100_im_1_c_0
402,no,How likely is the upset one is on the left and the happy one is on the right?,ex_100_img_0,ex_100_im_0_c_1
403,yes,How likely is the upset one is on the left and the happy one is on the right?,ex_100_img_1,ex_100_im_1_c_1
404,yes,How likely is fake mustache and real hair on head?,ex_101_img_0,ex_101_im_0_c_0
405,no,How likely is fake mustache and real hair on head?,ex_101_img_1,ex_101_im_1_c_0
406,no,How likely is real mustache and fake hair on head?,ex_101_img_0,ex_101_im_0_c_1
407,yes,How likely is real mustache and fake hair on head?,ex_101_img_1,ex_101_im_1_c_1
408,yes,How likely is real cat with toy baby?,ex_102_img_0,ex_102_im_0_c_0
409,no,How likely is real cat with toy baby?,ex_102_img_1,ex_102_im_1_c_0
410,no,How likely is toy cat with real baby?,ex_102_img_0,ex_102_im_0_c_1
411,yes,How likely is toy cat with real baby?,ex_102_img_1,ex_102_im_1_c_1
412,yes,How likely is the lion is loud and the lionness is quiet?,ex_103_img_0,ex_103_im_0_c_0
413,no,How likely is the lion is loud and the lionness is quiet?,ex_103_img_1,ex_103_im_1_c_0
414,no,How likely is the lion is quiet and the lionness is loud?,ex_103_img_0,ex_103_im_0_c_1
415,yes,How likely is the lion is quiet and the lionness is loud?,ex_103_img_1,ex_103_im_1_c_1
416,yes,How likely is there is a pink couch with green pillows?,ex_104_img_0,ex_104_im_0_c_0
417,no,How likely is there is a pink couch with green pillows?,ex_104_img_1,ex_104_im_1_c_0
418,no,How likely is there is a green couch with pink pillows?,ex_104_img_0,ex_104_im_0_c_1
419,yes,How likely is there is a green couch with pink pillows?,ex_104_img_1,ex_104_im_1_c_1
420,yes,How likely is light colored dog with dark colored cat?,ex_105_img_0,ex_105_im_0_c_0
421,no,How likely is light colored dog with dark colored cat?,ex_105_img_1,ex_105_im_1_c_0
422,no,How likely is dark colored dog with light colored cat?,ex_105_img_0,ex_105_im_0_c_1
423,yes,How likely is dark colored dog with light colored cat?,ex_105_img_1,ex_105_im_1_c_1
424,yes,How likely is someone is wearing a black hat and yellow shirt?,ex_106_img_0,ex_106_im_0_c_0
425,no,How likely is someone is wearing a black hat and yellow shirt?,ex_106_img_1,ex_106_im_1_c_0
426,no,How likely is someone is wearing a yellow hat and black shirt?,ex_106_img_0,ex_106_im_0_c_1
427,yes,How likely is someone is wearing a yellow hat and black shirt?,ex_106_img_1,ex_106_im_1_c_1
428,yes,How likely is black socks and orange shoes?,ex_107_img_0,ex_107_im_0_c_0
429,no,How likely is black socks and orange shoes?,ex_107_img_1,ex_107_im_1_c_0
430,no,How likely is orange socks and black shoes?,ex_107_img_0,ex_107_im_0_c_1
431,yes,How likely is orange socks and black shoes?,ex_107_img_1,ex_107_im_1_c_1
432,yes,How likely is red building with white shutters?,ex_108_img_0,ex_108_im_0_c_0
433,no,How likely is red building with white shutters?,ex_108_img_1,ex_108_im_1_c_0
434,no,How likely is white building with red shutters?,ex_108_img_0,ex_108_im_0_c_1
435,yes,How likely is white building with red shutters?,ex_108_img_1,ex_108_im_1_c_1
436,yes,How likely is blue pants and green top?,ex_109_img_0,ex_109_im_0_c_0
437,no,How likely is blue pants and green top?,ex_109_img_1,ex_109_im_1_c_0
438,no,How likely is green pants and blue top?,ex_109_img_0,ex_109_im_0_c_1
439,yes,How likely is green pants and blue top?,ex_109_img_1,ex_109_im_1_c_1
440,yes,How likely is there's one blue and many yellow balls?,ex_110_img_0,ex_110_im_0_c_0
441,no,How likely is there's one blue and many yellow balls?,ex_110_img_1,ex_110_im_1_c_0
442,no,How likely is there's one yellow and many blue balls?,ex_110_img_0,ex_110_im_0_c_1
443,yes,How likely is there's one yellow and many blue balls?,ex_110_img_1,ex_110_im_1_c_1
444,yes,How likely is there are more silver coins than gold coins?,ex_111_img_0,ex_111_im_0_c_0
445,no,How likely is there are more silver coins than gold coins?,ex_111_img_1,ex_111_im_1_c_0
446,no,How likely is there are more gold coins than silver coins?,ex_111_img_0,ex_111_im_0_c_1
447,yes,How likely is there are more gold coins than silver coins?,ex_111_img_1,ex_111_im_1_c_1
448,yes,How likely is the red team kicking the ball directly next to the blue team?,ex_112_img_0,ex_112_im_0_c_0
449,no,How likely is the red team kicking the ball directly next to the blue team?,ex_112_img_1,ex_112_im_1_c_0
450,no,How likely is the blue team kicking the ball directly next to the red team?,ex_112_img_0,ex_112_im_0_c_1
451,yes,How likely is the blue team kicking the ball directly next to the red team?,ex_112_img_1,ex_112_im_1_c_1
452,yes,How likely is black dog wearing a brown sweater?,ex_113_img_0,ex_113_im_0_c_0
453,no,How likely is black dog wearing a brown sweater?,ex_113_img_1,ex_113_im_1_c_0
454,no,How likely is brown dog wearing a black sweater?,ex_113_img_0,ex_113_im_0_c_1
455,yes,How likely is brown dog wearing a black sweater?,ex_113_img_1,ex_113_im_1_c_1
456,yes,How likely is one green apple surrounded by a bunch of red apples?,ex_114_img_0,ex_114_im_0_c_0
457,no,How likely is one green apple surrounded by a bunch of red apples?,ex_114_img_1,ex_114_im_1_c_0
458,no,How likely is one red apple surrounded by a bunch of green apples?,ex_114_img_0,ex_114_im_0_c_1
459,yes,How likely is one red apple surrounded by a bunch of green apples?,ex_114_img_1,ex_114_im_1_c_1
460,yes,How likely is person in white is reading the orange book?,ex_115_img_0,ex_115_im_0_c_0
461,no,How likely is person in white is reading the orange book?,ex_115_img_1,ex_115_im_1_c_0
462,no,How likely is person in orange is reading the white book?,ex_115_img_0,ex_115_im_0_c_1
463,yes,How likely is person in orange is reading the white book?,ex_115_img_1,ex_115_im_1_c_1
464,yes,How likely is the children are being quiet while the adult is loud?,ex_116_img_0,ex_116_im_0_c_0
465,no,How likely is the children are being quiet while the adult is loud?,ex_116_img_1,ex_116_im_1_c_0
466,no,How likely is the children are being loud while the adult is quiet?,ex_116_img_0,ex_116_im_0_c_1
467,yes,How likely is the children are being loud while the adult is quiet?,ex_116_img_1,ex_116_im_1_c_1
468,yes,How likely is the circular mirror is on the left and the rectangular mirror is on the right?,ex_117_img_0,ex_117_im_0_c_0
469,no,How likely is the circular mirror is on the left and the rectangular mirror is on the right?,ex_117_img_1,ex_117_im_1_c_0
470,no,How likely is the rectangular mirror is on the left and the circular mirror is on the right?,ex_117_img_0,ex_117_im_0_c_1
471,yes,How likely is the rectangular mirror is on the left and the circular mirror is on the right?,ex_117_img_1,ex_117_im_1_c_1
472,yes,How likely is circular food on heart-shaped wood?,ex_118_img_0,ex_118_im_0_c_0
473,no,How likely is circular food on heart-shaped wood?,ex_118_img_1,ex_118_im_1_c_0
474,no,How likely is heart-shaped food on circular wood?,ex_118_img_0,ex_118_im_0_c_1
475,yes,How likely is heart-shaped food on circular wood?,ex_118_img_1,ex_118_im_1_c_1
476,yes,How likely is the dress on the left is long and the dress on the right is short?,ex_119_img_0,ex_119_im_0_c_0
477,no,How likely is the dress on the left is long and the dress on the right is short?,ex_119_img_1,ex_119_im_1_c_0
478,no,How likely is the dress on the left is short and the dress on the right is long?,ex_119_img_0,ex_119_im_0_c_1
479,yes,How likely is the dress on the left is short and the dress on the right is long?,ex_119_img_1,ex_119_im_1_c_1
480,yes,How likely is the balloon in the middle has less air and the other balloons have more air?,ex_120_img_0,ex_120_im_0_c_0
481,no,How likely is the balloon in the middle has less air and the other balloons have more air?,ex_120_img_1,ex_120_im_1_c_0
482,no,How likely is the balloon in the middle has more air and the other balloons have less air?,ex_120_img_0,ex_120_im_0_c_1
483,yes,How likely is the balloon in the middle has more air and the other balloons have less air?,ex_120_img_1,ex_120_im_1_c_1
484,yes,How likely is the pool has no people and the area around it has a lot of people?,ex_121_img_0,ex_121_im_0_c_0
485,no,How likely is the pool has no people and the area around it has a lot of people?,ex_121_img_1,ex_121_im_1_c_0
486,no,How likely is the pool has a lot of people and the area around it has no people?,ex_121_img_0,ex_121_im_0_c_1
487,yes,How likely is the pool has a lot of people and the area around it has no people?,ex_121_img_1,ex_121_im_1_c_1
488,yes,How likely is big fish beside a small person?,ex_122_img_0,ex_122_im_0_c_0
489,no,How likely is big fish beside a small person?,ex_122_img_1,ex_122_im_1_c_0
490,no,How likely is small fish beside a big person?,ex_122_img_0,ex_122_im_0_c_1
491,yes,How likely is small fish beside a big person?,ex_122_img_1,ex_122_im_1_c_1
492,yes,How likely is the train is moving fast while the person is still?,ex_123_img_0,ex_123_im_0_c_0
493,no,How likely is the train is moving fast while the person is still?,ex_123_img_1,ex_123_im_1_c_0
494,no,How likely is the train is still while the person is moving fast?,ex_123_img_0,ex_123_im_0_c_1
495,yes,How likely is the train is still while the person is moving fast?,ex_123_img_1,ex_123_im_1_c_1
496,yes,How likely is they're enjoying hot water on a cold day?,ex_124_img_0,ex_124_im_0_c_0
497,no,How likely is they're enjoying hot water on a cold day?,ex_124_img_1,ex_124_im_1_c_0
498,no,How likely is they're enjoying cold water on a hot day?,ex_124_img_0,ex_124_im_0_c_1
499,yes,How likely is they're enjoying cold water on a hot day?,ex_124_img_1,ex_124_im_1_c_1
500,yes,How likely is concrete floors with wood walls?,ex_125_img_0,ex_125_im_0_c_0
501,no,How likely is concrete floors with wood walls?,ex_125_img_1,ex_125_im_1_c_0
502,no,How likely is wood floors with concrete walls?,ex_125_img_0,ex_125_im_0_c_1
503,yes,How likely is wood floors with concrete walls?,ex_125_img_1,ex_125_im_1_c_1
504,yes,How likely is the person on the left has curly hair and the person on the right has straight hair?,ex_126_img_0,ex_126_im_0_c_0
505,no,How likely is the person on the left has curly hair and the person on the right has straight hair?,ex_126_img_1,ex_126_im_1_c_0
506,no,How likely is the person on the left has straight hair and the person on the right has curly hair?,ex_126_img_0,ex_126_im_0_c_1
507,yes,How likely is the person on the left has straight hair and the person on the right has curly hair?,ex_126_img_1,ex_126_im_1_c_1
508,yes,How likely is there's a metal bottle with a plastic lid?,ex_127_img_0,ex_127_im_0_c_0
509,no,How likely is there's a metal bottle with a plastic lid?,ex_127_img_1,ex_127_im_1_c_0
510,no,How likely is there's a plastic bottle with a metal lid?,ex_127_img_0,ex_127_im_0_c_1
511,yes,How likely is there's a plastic bottle with a metal lid?,ex_127_img_1,ex_127_im_1_c_1
512,yes,How likely is the fruit is heavy while the junk food is light?,ex_128_img_0,ex_128_im_0_c_0
513,no,How likely is the fruit is heavy while the junk food is light?,ex_128_img_1,ex_128_im_1_c_0
514,no,How likely is the fruit is light while the junk food is heavy?,ex_128_img_0,ex_128_im_0_c_1
515,yes,How likely is the fruit is light while the junk food is heavy?,ex_128_img_1,ex_128_im_1_c_1
516,yes,How likely is the car is sitting upside down while the person is standing rightside up?,ex_129_img_0,ex_129_im_0_c_0
517,no,How likely is the car is sitting upside down while the person is standing rightside up?,ex_129_img_1,ex_129_im_1_c_0
518,no,How likely is the car is sitting rightside up while the person is standing upside down?,ex_129_img_0,ex_129_im_0_c_1
519,yes,How likely is the car is sitting rightside up while the person is standing upside down?,ex_129_img_1,ex_129_im_1_c_1
520,yes,How likely is the cup on the left is filled first and the cup on the right is filled second?,ex_130_img_0,ex_130_im_0_c_0
521,no,How likely is the cup on the left is filled first and the cup on the right is filled second?,ex_130_img_1,ex_130_im_1_c_0
522,no,How likely is the cup on the left is filled second and the cup on the right is filled first?,ex_130_img_0,ex_130_im_0_c_1
523,yes,How likely is the cup on the left is filled second and the cup on the right is filled first?,ex_130_img_1,ex_130_im_1_c_1
524,yes,How likely is milk cow?,ex_131_img_0,ex_131_im_0_c_0
525,no,How likely is milk cow?,ex_131_img_1,ex_131_im_1_c_0
526,no,How likely is cow milk?,ex_131_img_0,ex_131_im_0_c_1
527,yes,How likely is cow milk?,ex_131_img_1,ex_131_im_1_c_1
528,yes,How likely is there is a clock wall?,ex_132_img_0,ex_132_im_0_c_0
529,no,How likely is there is a clock wall?,ex_132_img_1,ex_132_im_1_c_0
530,no,How likely is there is a wall clock?,ex_132_img_0,ex_132_im_0_c_1
531,yes,How likely is there is a wall clock?,ex_132_img_1,ex_132_im_1_c_1
532,yes,How likely is there is a split banana?,ex_133_img_0,ex_133_im_0_c_0
533,no,How likely is there is a split banana?,ex_133_img_1,ex_133_im_1_c_0
534,no,How likely is there is a banana split?,ex_133_img_0,ex_133_im_0_c_1
535,yes,How likely is there is a banana split?,ex_133_img_1,ex_133_im_1_c_1
536,yes,How likely is there are two people and a bunch of horses?,ex_134_img_0,ex_134_im_0_c_0
537,no,How likely is there are two people and a bunch of horses?,ex_134_img_1,ex_134_im_1_c_0
538,no,How likely is there are a bunch of people and two horses?,ex_134_img_0,ex_134_im_0_c_1
539,yes,How likely is there are a bunch of people and two horses?,ex_134_img_1,ex_134_im_1_c_1
540,yes,How likely is three white and two brown eggs?,ex_135_img_0,ex_135_im_0_c_0
541,no,How likely is three white and two brown eggs?,ex_135_img_1,ex_135_im_1_c_0
542,no,How likely is two white and three brown eggs?,ex_135_img_0,ex_135_im_0_c_1
543,yes,How likely is two white and three brown eggs?,ex_135_img_1,ex_135_im_1_c_1
544,yes,How likely is the plastic is in the fish?,ex_136_img_0,ex_136_im_0_c_0
545,no,How likely is the plastic is in the fish?,ex_136_img_1,ex_136_im_1_c_0
546,no,How likely is the fish is in the plastic?,ex_136_img_0,ex_136_im_0_c_1
547,yes,How likely is the fish is in the plastic?,ex_136_img_1,ex_136_im_1_c_1
548,yes,How likely is the dog's paw is on the cat's face?,ex_137_img_0,ex_137_im_0_c_0
549,no,How likely is the dog's paw is on the cat's face?,ex_137_img_1,ex_137_im_1_c_0
550,no,How likely is the cat's paw is on the dog's face?,ex_137_img_0,ex_137_im_0_c_1
551,yes,How likely is the cat's paw is on the dog's face?,ex_137_img_1,ex_137_im_1_c_1
552,yes,How likely is the computer's screen is on and the phone's screen is off?,ex_138_img_0,ex_138_im_0_c_0
553,no,How likely is the computer's screen is on and the phone's screen is off?,ex_138_img_1,ex_138_im_1_c_0
554,no,How likely is the phone's screen is on and the computer's screen is off?,ex_138_img_0,ex_138_im_0_c_1
555,yes,How likely is the phone's screen is on and the computer's screen is off?,ex_138_img_1,ex_138_im_1_c_1
556,yes,How likely is the dog is in the driver's seat and the person is in the passenger's seat?,ex_139_img_0,ex_139_im_0_c_0
557,no,How likely is the dog is in the driver's seat and the person is in the passenger's seat?,ex_139_img_1,ex_139_im_1_c_0
558,no,How likely is the dog is in the passenger's seat and the person is in the driver's seat?,ex_139_img_0,ex_139_im_0_c_1
559,yes,How likely is the dog is in the passenger's seat and the person is in the driver's seat?,ex_139_img_1,ex_139_im_1_c_1
560,yes,How likely is there are more trees than people?,ex_140_img_0,ex_140_im_0_c_0
561,no,How likely is there are more trees than people?,ex_140_img_1,ex_140_im_1_c_0
562,no,How likely is there are more people than trees?,ex_140_img_0,ex_140_im_0_c_1
563,yes,How likely is there are more people than trees?,ex_140_img_1,ex_140_im_1_c_1
564,yes,How likely is there are more computers than people?,ex_141_img_0,ex_141_im_0_c_0
565,no,How likely is there are more computers than people?,ex_141_img_1,ex_141_im_1_c_0
566,no,How likely is there are more people than computers?,ex_141_img_0,ex_141_im_0_c_1
567,yes,How likely is there are more people than computers?,ex_141_img_1,ex_141_im_1_c_1
568,yes,How likely is there is more wood than metal?,ex_142_img_0,ex_142_im_0_c_0
569,no,How likely is there is more wood than metal?,ex_142_img_1,ex_142_im_1_c_0
570,no,How likely is there is more metal than wood?,ex_142_img_0,ex_142_im_0_c_1
571,yes,How likely is there is more metal than wood?,ex_142_img_1,ex_142_im_1_c_1
572,yes,How likely is there are more hats than people?,ex_143_img_0,ex_143_im_0_c_0
573,no,How likely is there are more hats than people?,ex_143_img_1,ex_143_im_1_c_0
574,no,How likely is there are more people than hats?,ex_143_img_0,ex_143_im_0_c_1
575,yes,How likely is there are more people than hats?,ex_143_img_1,ex_143_im_1_c_1
576,yes,How likely is there are more people than stools?,ex_144_img_0,ex_144_im_0_c_0
577,no,How likely is there are more people than stools?,ex_144_img_1,ex_144_im_1_c_0
578,no,How likely is there are more stools than people?,ex_144_img_0,ex_144_im_0_c_1
579,yes,How likely is there are more stools than people?,ex_144_img_1,ex_144_im_1_c_1
580,yes,How likely is there is more red wine than white wine?,ex_145_img_0,ex_145_im_0_c_0
581,no,How likely is there is more red wine than white wine?,ex_145_img_1,ex_145_im_1_c_0
582,no,How likely is there is more white wine than red wine?,ex_145_img_0,ex_145_im_0_c_1
583,yes,How likely is there is more white wine than red wine?,ex_145_img_1,ex_145_im_1_c_1
584,yes,How likely is there's more milk than coffee?,ex_146_img_0,ex_146_im_0_c_0
585,no,How likely is there's more milk than coffee?,ex_146_img_1,ex_146_im_1_c_0
586,no,How likely is there's more coffee than milk?,ex_146_img_0,ex_146_im_0_c_1
587,yes,How likely is there's more coffee than milk?,ex_146_img_1,ex_146_im_1_c_1
588,yes,How likely is there's more cereal in the bowl than milk?,ex_147_img_0,ex_147_im_0_c_0
589,no,How likely is there's more cereal in the bowl than milk?,ex_147_img_1,ex_147_im_1_c_0
590,no,How likely is there's more milk in the bowl than cereal?,ex_147_img_0,ex_147_im_0_c_1
591,yes,How likely is there's more milk in the bowl than cereal?,ex_147_img_1,ex_147_im_1_c_1
592,yes,How likely is boat sail?,ex_148_img_0,ex_148_im_0_c_0
593,no,How likely is boat sail?,ex_148_img_1,ex_148_im_1_c_0
594,no,How likely is sail boat?,ex_148_img_0,ex_148_im_0_c_1
595,yes,How likely is sail boat?,ex_148_img_1,ex_148_im_1_c_1
596,yes,How likely is boat house?,ex_149_img_0,ex_149_im_0_c_0
597,no,How likely is boat house?,ex_149_img_1,ex_149_im_1_c_0
598,no,How likely is house boat?,ex_149_img_0,ex_149_im_0_c_1
599,yes,How likely is house boat?,ex_149_img_1,ex_149_im_1_c_1
600,yes,How likely is check a rip?,ex_150_img_0,ex_150_im_0_c_0
601,no,How likely is check a rip?,ex_150_img_1,ex_150_im_1_c_0
602,no,How likely is rip a check?,ex_150_img_0,ex_150_im_0_c_1
603,yes,How likely is rip a check?,ex_150_img_1,ex_150_im_1_c_1
604,yes,How likely is dress the display?,ex_151_img_0,ex_151_im_0_c_0
605,no,How likely is dress the display?,ex_151_img_1,ex_151_im_1_c_0
